extracted,url,best_term,best_cosine,matched_terms
 payroll fraud,https://www.pymnts.com/tag/payroll-fraud/,Payroll Fraud,0.7956913,419 Fraud; Confirmation Fraud; Contract Fraud; Corporate fraud; E-commerce Fraud; Email Fraud; Fraud; Fraud Jobs; Friendly Fraud; Healthcare Fraud; Insurance Fraud; Inventory Fraud; Mail Fraud and Wire Faud; Payables Fraud; Payment Fraud; Paypal Fraud; Payroll Fraud; Utility Fraud; Wire Fraud; Workers' Compensation Fraud
 expense fraud,https://www.pymnts.com/tag/expense-fraud/,Utility Fraud,0.7324091,419 Fraud; Application Fraud; Click Fraud; Computer Fraud; Confirmation Fraud; Contract Fraud; Corporate fraud; Credit Card Fraud; Cyber Fraud; E-commerce Fraud; Email Fraud; Fraud; Fraud Department; Fraud Jobs; Fraud Managed Services; Fraud Prevention; Fraud Schemes; Friendly Fraud; Healthcare Fraud; Insurance Fraud; Internal Fraud (Insider Fraud); Inventory Fraud; Investment Fraud; Mail Fraud and Wire Faud; Medical Fraud; Payables Fraud; Payment Fraud; Payroll Fraud; Return Fraud; Telecommunication fraud; Utility Fraud; Wire Fraud; Workers' Compensation Fraud
digital identity 2021 biometrics builds bridge between physical digital world,https://www.pymnts.com/digital-identity/2021/biometrics-builds-bridge-between-physical-digital-world/,Digital Identity,0.6947226,Digital Identity
uthentication 2021 forward health on securing biometric data from breaches,https://www.pymnts.com/authentication/2021/forward-health-on-securing-biometric-data-from-breaches/,Biometric Authentication,0.61177874,Biometric Authentication
fraud prevention 2021 ai ml banks fraud fighting,https://www.pymnts.com/fraud-prevention/2021/ai-ml-banks-fraud-fighting/,Fraud Prevention,0.65284604,Fraud Prevention; Fraud Prevention Software
fraud prevention 2021 deep dive innovative aml watchlist screening solutions digital first crime,https://www.pymnts.com/fraud-prevention/2021/deep-dive-innovative-aml-watchlist-screening-solutions-digital-first-crime/,Fraud Prevention,0.6058904,Fraud Prevention; Fraud Prevention Software
fraud prevention 2021 fbi revamping fraud prevention strategies protect against digital first financial crime,https://www.pymnts.com/fraud-prevention/2021/fbi-revamping-fraud-prevention-strategies-protect-against-digital-first-financial-crime/,Fraud Prevention,0.67031837,Fraud Prevention; Fraud Prevention Software
 cloud software,https://www.pymnts.com/tag/cloud-software/,Cloud Computing,0.6558534,Cloud; Cloud Computing; Cloud Security
 b2b fraud,https://www.pymnts.com/tag/b2b-fraud/,E-commerce Fraud,0.6272767,Contract Fraud; E-commerce Fraud
events digital id know thy selfie creating an accessibility culture in authentication,https://www.pymnts.com/events/digital-id-know-thy-selfie-creating-an-accessibility-culture-in-authentication/,Digital Identity,0.6228509,Digital Identity
events is the end near for credit card fraud,https://www.pymnts.com/events/is-the-end-near-for-credit-card-fraud/,Credit Card Fraud,0.60971993,Credit Card Fraud
identity 2021 how biometrics can help the sharing economy meet consumers digital id needs,https://www.pymnts.com/identity/2021/how-biometrics-can-help-the-sharing-economy-meet-consumers-digital-id-needs/,Digital Identity,0.6424324,Digital Identity
news b2b payments 2021 timerack payroll time tracking fraud,https://www.pymnts.com/news/b2b-payments/2021/timerack-payroll-time-tracking-fraud/,Payroll Fraud,0.61542803,Payroll Fraud
identity 2021 goto global explains how robust digital identification is key to vehiclesharings continued growth,https://www.pymnts.com/identity/2021/goto-global-explains-how-robust-digital-identification-is-key-to-vehiclesharings-continued-growth/,Digital Identity,0.6062306,Digital Identity
real estate 2021 realpage intros identity fraud prevention tool for real estate industry,https://www.pymnts.com/real-estate/2021/realpage-intros-identity-fraud-prevention-tool-for-real-estate-industry/,Real Estate Fraud,0.613572,Real Estate Fraud
 cyber insurance,https://www.pymnts.com/tag/cyber-insurance/,Cybersecurity Insurance,0.7737497,Cybersecurity Insurance
digital identity 2021 firms prioritize security ahead of acquiring customers,https://www.pymnts.com/digital-identity/2021/firms-prioritize-security-ahead-of-acquiring-customers/,Digital Identity,0.6323287,Digital Identity
uthentication 2021 digital ids build anchors of trust between fis and all consumers,https://www.pymnts.com/authentication/2021/digital-ids-build-anchors-of-trust-between-fis-and-all-consumers/,Digital Identity,0.6094115,Digital Identity
digital identity 2021 mitek acquires id rd to fight identity fraud,https://www.pymnts.com/digital-identity/2021/mitek-acquires-id-rd-to-fight-identity-fraud/,Digital Identity,0.6138791,Digital Identity
fraud prevention 2021 automation is key to safeguarding ap processes internal external fraud remote work,https://www.pymnts.com/fraud-prevention/2021/automation-is-key-to-safeguarding-ap-processes-internal-external-fraud-remote-work/,Fraud Prevention,0.6468141,Fraud Prevention; Fraud Prevention Software
series innovating cross border payments report,https://www.pymnts.com/series/innovating-cross-border-payments-report/,Cross-Border Transactions,0.6295086,Cross-Border Transactions
uthentication 2021 how ip address verification biometrics behavioral analysis simplifies,https://www.pymnts.com/authentication/2021/how-ip-address-verification-biometrics-behavioral-analysis-simplifies/,Biometric Authentication,0.6456212,Biometric Authentication
digital identity 2021 douugh on using ai to power smooth onboarding and verification for digital first customers,https://www.pymnts.com/digital-identity/2021/douugh-on-using-ai-to-power-smooth-onboarding-and-verification-for-digital-first-customers/,Digital Identity,0.64454234,Digital Identity
 chargeback,https://www.pymnts.com/tag/chargeback/,Chargeback,0.93199015,Chargeback; Chargeback Fraud
uthentication 2021 federated identity single sign on power of passwordless,https://www.pymnts.com/authentication/2021/federated-identity-single-sign-on-power-of-passwordless/,Single sign-on,0.6554732,Single sign-on
commerce connected 2021 data comes up short in keeping fraudsters away from the connected economy,https://www.pymnts.com/commerce-connected/2021/data-comes-up-short-in-keeping-fraudsters-away-from-the-connected-economy/,E-commerce Fraud,0.60739577,E-commerce Fraud
uthentication 2021 ripl single sign on verification,https://www.pymnts.com/authentication/2021/ripl-single-sign-on-verification/,Single sign-on,0.6080016,Single sign-on
 payment,https://www.pymnts.com/tag/payment/,Payment Verification,0.6224908,Payment Verification
uthentication 2021 single sign on bridges the authentication gap,https://www.pymnts.com/authentication/2021/single-sign-on-bridges-the-authentication-gap/,Single sign-on,0.6948996,Single sign-on
fraud prevention 2021 dark web marketplace fraud ato,https://www.pymnts.com/fraud-prevention/2021/dark-web-marketplace-fraud-ato/,E-commerce Fraud,0.6083689,E-commerce Fraud; Marketplace Fraud
fraud prevention 2021 new report behavioral analytics machine learning keep fis on cutting edge of fraud prevention,https://www.pymnts.com/fraud-prevention/2021/new-report-behavioral-analytics-machine-learning-keep-fis-on-cutting-edge-of-fraud-prevention/,Fraud Prevention,0.6148399,Fraud Prevention; Fraud Prevention Software
digital payments 2021 visa around the world in 90 digital wallets,https://www.pymnts.com/digital-payments/2021/visa-around-the-world-in-90-digital-wallets/,Digital Wallets,0.61075085,Digital Wallets
 data mining,https://www.pymnts.com/tag/data-mining/,Data Mining,0.90897286,Data Mining; Data Science
fraud prevention 2021 deep dive how firms can reduce the risk of authorized payment attacks,https://www.pymnts.com/fraud-prevention/2021/deep-dive-how-firms-can-reduce-the-risk-of-authorized-payment-attacks/,Fraud Prevention,0.60532916,Fraud Prevention
fraud prevention 2021 fostering fraud awareness automated tools businesses beat bec scams,https://www.pymnts.com/fraud-prevention/2021/fostering-fraud-awareness-automated-tools-businesses-beat-bec-scams/,Fraud Prevention Software,0.64839286,Fraud Prevention; Fraud Prevention Software
rtificial intelligence,https://www.pymnts.com/artificial-intelligence/,AI (Artificial Intelligence),0.7976855,AI (Artificial Intelligence)
internet of things 2021 iot device security flaws stalk medical providers blunt innovation,https://www.pymnts.com/internet-of-things/2021/iot-device-security-flaws-stalk-medical-providers-blunt-innovation/,Internet Of Things (IOT) Security,0.6630108,Internet Of Things (IOT) Security
fraud prevention 2021 report automation protects business payments from email compromise,https://www.pymnts.com/fraud-prevention/2021/report-automation-protects-business-payments-from-email-compromise/,Fraud Prevention Software,0.61386156,Fraud Prevention; Fraud Prevention Software
uthentication 2021 identity in an inclusive digital economy,https://www.pymnts.com/authentication/2021/identity-in-an-inclusive-digital-economy/,Digital Identity,0.6611067,Digital Identity
healthcare 2021 healthcare industry cyberattacks continue,https://www.pymnts.com/healthcare/2021/healthcare-industry-cyberattacks-continue/,Cyberattack,0.61311394,Cyberattack
identity 2021 advanced technologies fis power secure seamless user verification,https://www.pymnts.com/identity/2021/advanced-technologies-fis-power-secure-seamless-user-verification/,Digital Identity,0.61071545,Digital Identity
uthentication 2021 transunion behavioral analytics,https://www.pymnts.com/authentication/2021/transunion-behavioral-analytics/,Behavioral Analytics,0.6080849,Behavioral Analytics
fraud prevention 2021 fighting fraudulent behavior with anomaly detection a major step in cybersecurity,https://www.pymnts.com/fraud-prevention/2021/fighting-fraudulent-behavior-with-anomaly-detection-a-major-step-in-cybersecurity/,Fraud Detection,0.6325946,Fraud Detection; Fraud Prevention
cross border payments today,https://www.pymnts.com/cross-border-payments-today/,Cross-Border Transactions,0.6430809,Cross Border; Cross-Border Transactions
ml 2021 pandemic money laundering aml,https://www.pymnts.com/aml/2021/pandemic-money-laundering-aml/,AML (Anti-Money Laundering),0.6765162,AML (Anti-Money Laundering)
cloud,https://www.pymnts.com/cloud/,Cloud,0.9286766,Cloud; Cloud Computing
fraud prevention 2021 merchants fight ai fraudster use,https://www.pymnts.com/fraud-prevention/2021/merchants-fight-ai-fraudster-use/,Fraud Prevention Software,0.6118691,Fraud Prevention; Fraud Prevention Software
news security and risk 2021 paypal introduces new fraud protection tool for merchants,https://www.pymnts.com/news/security-and-risk/2021/paypal-introduces-new-fraud-protection-tool-for-merchants/,Paypal Fraud,0.6096847,Paypal Fraud
uthentication 2021 merchants psd2 sca compliance,https://www.pymnts.com/authentication/2021/merchants-psd2-sca-compliance/,SCA (Strong Customer Authentication),0.6130222,SCA (Strong Customer Authentication)
uthentication 2021 fis delegated authentication sca,https://www.pymnts.com/authentication/2021/fis-delegated-authentication-sca/,SCA (Strong Customer Authentication),0.6268368,SCA (Strong Customer Authentication)
identity theft 2021 fed introduces uniform definition of synthetic identity fraud,https://www.pymnts.com/identity-theft/2021/fed-introduces-uniform-definition-of-synthetic-identity-fraud/,Identity Fraud,0.67120576,Identity Fraud; Identity Theft; Synthetic identity; Synthetic Identity Creation
oday in data 2021 accelerating retail and digital transformations,https://www.pymnts.com/today-in-data/2021/accelerating-retail-and-digital-transformations/,Digital Transformation,0.62916136,Digital Transformation
mobile wallets 2021 digital wallets waltz to a faster tempo as uptake takes off worldwide,https://www.pymnts.com/mobile-wallets/2021/digital-wallets-waltz-to-a-faster-tempo-as-uptake-takes-off-worldwide/,Digital Wallets,0.6554759,Digital Wallets
news security and risk 2021 to catch a thief identifying fraudster behaviors before the act,https://www.pymnts.com/news/security-and-risk/2021/to-catch-a-thief-identifying-fraudster-behaviors-before-the-act/,Fraud Prevention,0.6362576,Fraud Detection; Fraud Prevention
